[ 2017-10-01T13:01:37+08:00 ] /index.php/article/index/id/161 | INFO: Tag[ route_check ] --START--
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/301 | INFO: Run ContentReplace Behavior [ RunTime:0.000534s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/301 | INFO: Run TokenBuild Behavior [ RunTime:0.000422s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/301 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000242s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/301 | INFO: Run ShowRuntime Behavior [ RunTime:0.000419s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/301 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001762s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/301 | INFO: Tag[ view_end ] --START--
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/301 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000363s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/301 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000393s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.000624s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000729s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000444s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000486s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] mysql_connect(): The mysql extension is deprecated and will be removed in the future: use mysqli or PDO instead DbMysql.class.php 第 67 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | SQL: SHOW COLUMNS FROM think_article as a [ RunTime:0.001488s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | SQL: SHOW COLUMNS FROM `think_article` [ RunTime:0.001994s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | SQL: SELECT * FROM `think_article` WHERE ( `id` = '3' ) LIMIT 1   [ RunTime:0.005058s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | SQL: SHOW COLUMNS FROM `think_article_type` [ RunTime:0.001805s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | SQL: SELECT * FROM `think_article_type` WHERE ( `id` = '3' ) LIMIT 1   [ RunTime:0.001511s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | SQL: SELECT a.title,a.id FROM think_article as a LEFT JOIN think_article_type as b ON a.type = b.id WHERE b.id!=34 and b.id!=19 ORDER BY a.time desc LIMIT 12   [ RunTime:0.001559s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | SQL: SELECT a.title,a.id FROM think_article as a LEFT JOIN think_article_type as b ON a.type = b.id WHERE b.id=19 ORDER BY a.time desc LIMIT 12   [ RunTime:0.001490s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | SQL: SELECT a.title,a.id FROM think_article as a LEFT JOIN think_article_type as b ON a.type = b.id WHERE b.id=34 ORDER BY a.time desc LIMIT 12   [ RunTime:0.001507s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | SQL: select * from think_article_type where status=1 order by rand() limit 9 [ RunTime:0.001775s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | SQL: SELECT `images`,`id`,`title` FROM `think_article` WHERE type=16 LIMIT 8   [ RunTime:0.001501s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Tag[ view_template ] --START--
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.000467s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000501s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Tag[ view_parse ] --START--
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.016310s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016348s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Tag[ view_filter ] --START--
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Run ContentReplace Behavior [ RunTime:0.000713s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.000517s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000279s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.000404s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002016s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Tag[ view_end ] --START--
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000406s ]
[ 2017-10-01T13:01:38+08:00 ] /index.php/article/index/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000439s ]
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | INFO: Tag[ route_check ] --START--
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | INFO: Run CheckRoute Behavior [ RunTime:0.000608s ]
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000716s ]
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | INFO: Tag[ app_begin ] --START--
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000418s ]
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000455s ]
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | NOTIC: [8192] mysql_connect(): The mysql extension is deprecated and will be removed in the future: use mysqli or PDO instead DbMysql.class.php 第 67 行.
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | SQL: SHOW COLUMNS FROM think_article as a [ RunTime:0.001468s ]
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | SQL: SHOW COLUMNS FROM `think_article` [ RunTime:0.001847s ]
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | SQL: SELECT * FROM `think_article` WHERE ( `id` = '28' ) LIMIT 1   [ RunTime:0.001746s ]
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | SQL: SHOW COLUMNS FROM `think_article_type` [ RunTime:0.001653s ]
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-10-01T13:01:39+08:00 ] /index.php/article/index/id/28 | SQL: SELECT * FROM `think_article_type` WHERE ( `id` = '4' ) LIMIT 1   [ RunTime:0.001861s ]
